"","plot","type","sp","cc.total","cc.planted","cc.weed","block","phyD","trtD","PD_as_designed","PD_planted","PD_SES_planted","MNTD_planted","MNTD_SES_planted","MPD_planted","MPD_SES_planted","PD_observed","PD_SES_observed","MNTD_abundance.weighted_observed","MNTD_SES_abundance.weighted_observed","MNTD_observed","MNTD_SES_observed","MPD_abundance.weighted_observed","MPD_SES_abundance.weighted_observed","MPD_observed","MPD_SES_observed","Change_in_MNTD","Change_in_MNTD_SES","Change_in_MNTD_abundance.weighted","Change_in_MNTD_SES_abundance.weighted","Change_in_MPD","Change_in_MPD_SES","Change_in_MPD_abundance.weighted","Change_in_MPD_SES_abundance.weighted","Change_in_PD","Change_in_PD_SES","SR_planted","SR_observed","Change_in_SR","MNTD_ratio","Abundance_weighted_MNTD_ratio","MPD_ratio","Abundance_weighted_MPD_ratio","PD_ratio","SR_ratio","MNTD_SES_ratio","Abundance_weighted_MNTD_SES_ratio","MPD_SES_ratio","Abundance_weighted_MPD_SES_ratio","PD_SES_ratio","CE","SE","NE"
"304",224,"Seed","LH.1211957.rep2","85","75","15","D","L","H",1027.790844931,761.193122621,-1.9013428888947,47.4368753850833,-2.27014488648131,259.592658709561,0.174754715180397,719.047221621,-1.92476911873779,31.1181836521944,-1.77306313425936,44.0864277837273,-2.43750402782732,172.206750273571,-0.706499491154458,263.303893494727,0.243760612248208,-3.35044760135606,-0.167359141346012,-16.318691732889,0.497081752221951,3.71123478516665,0.0690058970678116,-87.3859084359892,-0.881254206334855,-42.145901,-0.0234262298430841,12,11,-1,0.92937039857373,0.655991428600282,1.01429637803941,0.663372959503609,0.944631789558371,0.916666666666667,1.07372178857069,0.781035230314123,1.39487287651482,-4.04280645832731,1.01232088645342,NA,NA,NA
"307",226,"Seed","HL.275733.rep2","85","35","55","D","H","L",1504.67609032,1331.7397144,2.10095148547934,160.975429316667,1.98535915932576,290.205103551515,1.17705791267003,789.81939498,1.0606887574719,204.993254138235,0.989590735911331,196.058266993333,0.923647430911445,208.430639477682,0.242065461830404,303.60205046,1.08894188090029,35.0828376766667,-1.06171172841431,44.0178248215686,-0.995768423414426,13.3969469084848,-0.0881160317697427,-81.7744640738335,-0.934992450839625,-541.92031942,-1.04026272800744,11,6,-5,1.21793908440308,1.27344436979247,1.04616371919216,0.718218380472701,0.593073395979517,0.545454545454545,0.465229390144765,0.498444188933253,0.925138745663023,0.205652975290999,0.504861137823892,NA,NA,NA
"312",230,"Plug","ML.585975.rep2","55",NA,NA,"D","M","L",1352.09850758,1057.16423705,0.140698935320804,98.440466665,-0.376362313102548,254.832159068939,-0.0196996997441286,956.05018412,-0.168542489104404,51.5336219979487,-1.67842936239031,91.2133292381818,-0.748786311273602,223.585461092229,0.0620543310622085,253.976856203636,-0.0934797570630412,-7.22713742681819,-0.372423998171054,-46.9068446670513,-1.30206704928776,-0.855302865303031,-0.0737800573189126,-31.2466979767106,0.0817540308063371,-101.11405293,-0.309241424425208,12,11,-1,0.926583673649043,0.523500382960611,0.996643661975678,0.877383223173738,0.904353505930018,0.916666666666667,1.9895358414103,4.4596106038199,4.74523765728472,-3.15001405443773,-1.19789455918849,0.423377976190476,0.0999512987012987,0.523329274891775
"317",234,"Plug","LH.1773854.rep2","85",NA,NA,"D","L","H",973.963222148,973.857718148,-1.10088641618797,62.2311270154286,-1.64381760226175,265.914172229934,0.402923590541311,920.784227468,-1.24075109210013,42.9007296776923,-1.57598029388041,59.5466456750769,-1.7695029351426,176.191107163976,-0.974638357514245,268.587201405333,0.447407617975224,-2.68448134035165,-0.125685332880856,-19.3303973377363,0.0678373083813368,2.67302917539928,0.0444840274339128,-89.7230650659584,-1.37756194805556,-53.07349068,-0.139864675912158,14,13,-1,0.956862723381402,0.689377353989687,1.01005222532136,0.662586373965899,0.945501802069269,0.928571428571429,1.07645941539251,0.958731851825897,1.11040313468405,-2.41891609325942,1.12704732645941,0.313041897532132,0.0482369308628327,0.361278828394964
"322",238,"Seed","LH.1773854.rep2","75","65","15","D","L","H",973.963222148,973.857718148,-1.10088641618797,62.2311270154286,-1.64381760226175,265.914172229934,0.402923590541311,859.591210148,-0.552732189503701,140.683035674286,0.442444801971195,80.5373937668,-1.25243329156419,158.878932579641,-0.464222155423776,256.021255918489,-0.0334966069022308,18.3062667513714,0.391384310697552,78.4519086588571,2.08626240423294,-9.89291631144516,-0.436420197443542,-107.035239650293,-0.867145745965087,-114.266508,0.548154226684268,14,10,-4,1.29416575963397,2.26065383066913,0.962796581210832,0.597482004239546,0.882666116548008,0.714285714285714,0.761905268468325,-0.269156870788116,-0.0831338935931487,-1.15213446499897,0.502079216689441,NA,NA,NA
"325",240,"Plug","LL.1368877.rep2","85",NA,NA,"D","L","L",1054.530069952,1054.530069952,-0.971385191866037,70.5541155642667,-1.1455639773935,264.556300431695,0.325678707039012,1051.181588952,-0.666879749791361,67.1118583948397,-1.22815826160864,75.2259744775714,-1.12986819602212,233.557537466055,0.0722916089320444,259.483423531604,0.137403059118483,4.67185891330477,0.0156957813713816,-3.44225716942697,-0.0825942842151324,-5.07287690009088,-0.188275647920529,-30.9987629656398,-0.253387098106967,-3.34848099999999,0.304505442074676,15,14,-1,1.06621667461835,0.9512111073621,0.980824962808245,0.882827349357937,0.996824669968726,0.933333333333333,0.986298642693799,1.07209923308086,0.421897582337258,0.221972168795748,0.686524517128247,1.226723126895,0.102439506898212,1.32916263379321
"332",246,"Seed","MH.1666090.rep2","75","45","45","D","M","H",1226.36264653,1091.49726,-0.331137645919334,74.8232893571429,-1.14785318324277,264.702034802198,0.333756555163614,808.583193,-0.425837367618515,67.682502688,-1.19760704479962,68.6311388888889,-1.74212020644281,186.822409361664,-0.486006676444667,266.814464055556,0.309457142208954,-6.19215046825397,-0.594267023200035,-7.14078666914286,-0.0497538615568422,2.11242925335779,-0.0242994129546599,-77.8796254405338,-0.819763231608281,-282.914067,-0.0946997216991816,14,9,-5,0.917243006536402,0.904564651855136,1.00798040428717,0.705783805180302,0.740801853226823,0.642857142857143,1.51772041222309,1.04334514403339,0.927194200147626,-1.45617117903921,1.28598295260651,NA,NA,NA
"340",253,"Seed","HH.1709432.rep2","75","75","15","D","H","H",1672.24497859,1341.10711159,2.24083001698435,170.318169765,2.22703997595084,287.293808492273,1.07893598601373,837.82234959,0.3049842289978,66.1030738998942,-1.0766399197344,155.6717462725,0.632111409977689,105.914937729953,-1.5036350547,225.228977540357,-0.898315544365224,-14.6464234925,-1.59492856597315,-104.215095865106,-3.30367989568524,-62.0648309519156,-1.97725153037895,-181.37887076232,-2.58257104071372,-503.284762,-1.93584578798655,12,8,-4,0.914005513840897,0.388115219832982,0.783967391160868,0.368664184883753,0.624724410413936,0.666666666666667,0.283834783750484,-0.483439871470978,-0.832593922169721,-1.39362767966928,0.136103241515944,NA,NA,NA
"347",259,"Seed","LL.1368877.rep2","45","45","15","D","L","L",1054.530069952,1054.530069952,-0.971385191866037,70.5541155642667,-1.1455639773935,264.556300431695,0.325678707039012,775.13779518,0.361846797542574,142.017323104516,0.00806806678904206,150.482462291429,0.211496117429642,134.911122212531,-0.469696564514105,257.333433670476,0.0135154251425489,79.9283467271619,1.35706009482314,71.4632075402495,1.15363204418254,-7.22286676121905,-0.312163281896463,-129.645178219164,-0.795375271553117,-279.392274772,1.33323198940861,15,7,-8,2.13286583054615,2.01288503113833,0.972698186550715,0.509952407077009,0.735055184548016,0.466666666666667,-0.184621829599477,-0.00704287752430842,0.0414992593941056,-1.44220839238913,-0.372505984827156,NA,NA,NA
"356",266,"Plug","MH.1825752.rep2","75",NA,NA,"D","M","H",1298.47288753,752.94965135,-0.440049498940755,102.8920788375,-0.839412248001744,277.3594525875,0.589911806510448,752.94965135,-0.32219461491836,103.600819536648,-0.604847000075215,102.8920788375,-0.826973873245684,218.229491150226,0.203106258437781,277.3594525875,0.593245394026302,0,0.0124383747560605,0.708740699147725,0.234565247926529,0,0.00333358751585411,-59.129961437274,-0.386805548072667,0,0.117854884022395,8,8,0,1,1.00688819496268,1,0.786811082565791,1,1,0.985182042809513,0.720560131824474,1.00565099304517,0.344299361694812,0.732178120174926,0.614324435318858,-0.0912279260786954,0.523096509240163
"359",268,"Seed","MH.1825752.rep2","65","45","45","D","M","H",1298.47288753,752.94965135,-0.440049498940755,102.8920788375,-0.839412248001744,277.3594525875,0.589911806510448,527.96868973,-0.42919948569548,79.8215016263793,-1.17114145622622,107.145561492,-1.16579242136475,110.150611253722,-1.25686271527126,263.208433092,0.172272415366928,4.25348265449999,-0.326380173363003,-23.0705772111207,-0.331729208224479,-14.1510194955,-0.41763939114352,-167.208841333778,-1.84677452178171,-224.98096162,0.0108500132452754,8,5,-3,1.04133926248315,0.775778879464991,0.948979494430478,0.397140282136128,0.701200523545471,0.625,1.38881988455609,1.39519224196951,0.292030797596653,-2.13059427087259,0.975343652767717,NA,NA,NA
"362",270,"Seed","HL.1403369.rep2","75","35","65","D","H","L",1515.49610344,1309.41244819,1.57230075700134,156.352984873846,1.94822648272697,245.261330695897,-0.408602884253913,709.81915759,-0.184588776154889,131.859393824268,-0.218740661412636,158.222027084286,0.460153889661816,149.513489609099,-1.62756028368504,211.151312359048,-1.09053284184188,1.86904221043955,-1.48807259306516,-24.4935910495779,-2.16696714413961,-34.1100183368498,-0.681929957587966,-95.7478410867987,-1.21895739943112,-599.5932906,-1.75688953315623,13,7,-6,1.01195399123303,0.843344269574766,0.860923781828684,0.60960889833254,0.542089819423347,0.538461538461538,0.236191168604653,-0.112276813477281,2.66893084671474,3.983232489063,-0.11740042439904,NA,NA,NA
"364",271,"Plug","LL.653844.rep2","55",NA,NA,"D","L","L",992.05773409,825.51462109,-1.17460351628726,96.1111646981818,-0.57323775478603,211.840838561818,-1.61306296143266,825.51462109,-1.13475377771688,87.9789511871204,-0.711510438185598,96.1111646981818,-0.585959670106765,175.99799487667,-1.21259053601664,211.840838561818,-1.59003416329465,0,-0.0127219153207354,-8.13221351106141,-0.138272683399568,0,0.0230287981380113,-35.8428436851482,0.400472425416017,0,0.0398497385703775,11,11,0,1,0.915387421049375,1,0.830802955990524,1,1,1.02219308692513,1.24121349692185,0.9857235590373,0.751731683764945,0.966073881085989,0.46667583376408,0.0342732495261786,0.500949083290259
"367",273,"Plug","ML.1623993.rep2","92.5",NA,NA,"D","M","L",1243.185589451,1033.473737201,-0.00935944906163017,114.248890861833,0.246696136815963,232.276121397136,-0.781499951246797,923.60303758,-0.077523108492041,113.218948412903,-0.110183250469256,135.24658121,0.558570703804966,181.081385499981,-0.642352766902135,233.242995004889,-0.710256865004374,20.9976903481667,0.311874566989003,-1.02994244893011,-0.356879387285218,0.966873607752518,0.071243086242423,-51.194735897155,0.139147184344662,-109.870699621,-0.0681636594304108,12,10,-2,1.18378900827633,0.990985098926031,1.0041626044121,0.779595355780785,0.89368796161326,0.833333333333333,2.2642053135257,-0.446635492113333,0.908838015755775,0.82194856938549,8.28287092344498,1.1626226053949,0.348593521387383,1.51121612678228
"372",277,"Seed","LL.653844.rep2","75","65","25","D","L","L",992.05773409,825.51462109,-1.17460351628726,96.1111646981818,-0.57323775478603,211.840838561818,-1.61306296143266,399.227474,-2.08870057170887,46.0358576503496,-1.75795057624579,45.6166545,-2.33335411228539,103.598394948408,-1.67819489942406,144.494614333333,-2.61395742935355,-50.4945101981818,-1.76011635749936,-50.0753070478322,-1.18471282145976,-67.3462242284849,-1.00089446792089,-108.24244361341,-0.0651319379913995,-426.28714709,-0.914097055421607,11,6,-5,0.47462388623892,0.478985535082383,0.682090456751887,0.489038825807786,0.483610421669897,0.545454545454545,4.07048226116292,3.06670410587659,1.62049311889967,1.04037780269504,1.77821753702128,NA,NA,NA
"374",278,"Plug","MH.1666090.rep2","85",NA,NA,"D","M","H",1226.36264653,1091.49726,-0.331137645919334,74.8232893571429,-1.14785318324277,264.702034802198,0.333756555163614,1091.49726,-0.372541915130815,55.5878717056962,-1.48613509344163,74.8232893571429,-1.1891020237437,192.091668909109,-1.21090720290753,264.702034802198,0.343591486955501,0,-0.0412488405009317,-19.2354176514467,-0.338281910198855,0,0.00983493179188621,-72.6103658930886,-1.54466375807115,0,-0.0414042692114807,14,14,0,1,0.742922052522536,1,0.725690186147047,1,1,1.03593564151157,1.29470834348621,1.02946738165806,-3.6281151161628,1.1250364303839,0.911891601814386,0.0505526339434816,0.962444235757868
"378",281,"Plug","HH.1018148.rep2","97",NA,NA,"D","H","H",1541.46107343,1357.64979759,2.38007500146405,172.340913598333,2.43065327450077,301.327247810455,1.62512409363962,1244.391184,1.92947377392588,154.667430600707,1.13599157813803,167.415794181818,1.86559014948467,255.042989304549,1.25145807586918,303.7119396,1.59304415216903,-4.92511941651514,-0.565063125016105,-17.6734829976266,-1.29466169636274,2.38469178954546,-0.0320799414705879,-46.2842585059059,-0.373666017770439,-113.25861359,-0.450601227538169,12,11,-1,0.971422227527505,0.897450450803473,1.00791396001149,0.846398694966277,0.916577445972409,0.916666666666667,0.767526232168115,0.467360602211499,0.98026000500753,0.770069240107333,0.810677719289941,0.91514185880384,0.0805725176685378,0.995714376472378
"382",284,"Plug","HH.1709432.rep2","45",NA,NA,"D","H","H",1672.24497859,1341.10711159,2.24083001698435,170.318169765,2.22703997595084,287.293808492273,1.07893598601373,1341.10711159,2.19647223662598,131.895541110099,0.626855345644191,170.318169765,2.16859822625668,192.887466501953,-0.767765493892093,287.293808492273,1.0485508920092,0,-0.0584417496941541,-38.422628654901,-1.60018463030665,0,-0.0303850940045258,-94.40634199032,-1.84670147990582,0,-0.0443577803583755,12,12,0,1,0.774406754676172,1,0.671394442902311,1,1,0.973758104782469,0.281474671498231,0.971837908459437,-0.711595037930568,0.9802047544784,0.444501762588063,0.04781625899484,0.492318021582903
"385",286,"Seed","ML.1623993.rep2","75","35","55","D","M","L",1243.185589451,1033.473737201,-0.00935944906163017,114.248890861833,0.246696136815963,232.276121397136,-0.781499951246797,715.094347201,-1.22360263011748,69.9553737214054,-1.2094525678625,86.0862748157778,-1.16551772088078,168.177990904412,-1.14219882307282,199.627959878,-1.73193057711516,-28.1626160460556,-1.41221385769674,-44.2935171404279,-1.45614870467846,-32.6481615191364,-0.95043062586836,-64.0981304927244,-0.360698871826021,-318.37939,-1.21424318105585,12,9,-3,0.753497685328832,0.612306808352352,0.859442454425542,0.724043392376386,0.691932771448765,0.75,-4.72450738760561,-4.90260035472204,2.21616210513136,1.46154688973501,130.734471875459,NA,NA,NA
"387",287,"Seed","ML.585975.rep2","75","45","25","D","M","L",1352.09850758,1057.16423705,0.140698935320804,98.440466665,-0.376362313102548,254.832159068939,-0.0196996997441286,874.70394343,0.0796312171980706,67.7877921796923,-0.976195440842871,132.21874754,0.18211382724778,130.214622511417,-1.18990315063556,240.698763873333,-0.443598661598614,33.778280875,0.558476140350327,-30.6526744853077,-0.599833127740324,-14.1333951956061,-0.423898961854485,-124.617536557523,-1.17020345089143,-182.46029362,-0.0610677181227336,12,9,-3,1.34313409941411,0.688617135576765,0.944538416001951,0.510981906628942,0.827405915537634,0.75,-0.483879020049914,2.59376512168711,22.5180417651201,60.4020957725611,0.565968868325161,NA,NA,NA
"389",288,"Plug","HL.275733.rep2","85",NA,NA,"D","H","L",1504.67609032,1331.7397144,2.10095148547934,160.975429316667,1.98535915932576,290.205103551515,1.17705791267003,1214.2049769,1.61013631946167,182.568765334667,1.67431677461622,154.239606981818,1.3782151479904,250.753418666965,1.1250492162457,292.632100163636,1.20484622780603,-6.73582233484848,-0.607144011335354,21.593336018,-0.311042384709537,2.42699661212117,0.027788315135999,-39.4516848845499,-0.0520086964243334,-117.5347375,-0.49081516601767,12,11,-1,0.958156208289416,1.1341405710776,1.00836303904521,0.864055854284634,0.911743461406831,0.916666666666667,0.694189331696767,0.843331931530631,1.02360828200285,0.955814666496437,0.766384340899862,0.710901305294197,0.0484713033154209,0.759372608609618
"393",291,"Plug","LL.567931.rep2","97",NA,NA,"E","L","L",1002.10983573,853.1057855,-1.67337866615662,62.4900730384615,-1.5797104934694,263.31898074359,0.198135588588203,852.9595145,-1.33121169650008,33.5554673010381,-2.26506506963594,67.6937329583333,-1.55026392521187,218.750464122532,-0.199843121219154,261.406418659091,0.20730784906511,5.20365991987179,0.0294465682575378,-28.9346057374235,-0.685354576166534,-1.91256208449886,0.00917226047690683,-44.5685166210577,-0.397978709807357,-0.146270999999956,0.342166969656545,13,12,-1,1.08327178489084,0.536972764944366,0.992736710133474,0.830743243441091,0.999828542951547,0.923076923076923,0.981359515949744,1.43384821396061,1.04629284694518,-1.00861800064853,0.795523286763045,0.776403308789193,0.0786464154783743,0.855049724267567
"395",292,"Seed","HL.1338677.rep2","75","55","35","E","H","L",1517.40318925,1160.16431402,1.32444591556053,163.914748747273,1.73048393328859,245.460459349091,-0.351964208229756,745.08718509,0.127658322221368,124.193754115326,-0.263092071116527,159.843962895714,0.511437808924961,121.000466031405,-1.06799621699788,217.74466774,-0.965985583934215,-4.07078585155844,-1.21904612436363,-39.7209946319466,-1.99357600440511,-27.7157916090909,-0.614021375704458,-124.459993317686,-0.716032008768129,-415.07712893,-1.19678759333916,11,7,-4,0.975165225321884,0.75767284557664,0.887086532459903,0.492952984575489,0.642225567607965,0.636363636363636,0.295546118104103,-0.152033813233128,2.74455629676878,3.03438870210551,0.096386210053236,NA,NA,NA
"397",293,"Seed","HL.246518.rep2","65","45","45","E","H","L",1594.24542371,1217.56612371,1.80443029020904,165.476479810909,1.80989098393702,274.981090638182,0.619051398763249,1094.39459571,1.28772066975866,99.3576054134646,-0.307162970323182,170.412165442,1.63513187687779,135.253764109849,-0.996461502023944,255.300412208667,-0.0814780422303026,4.93568563109091,-0.17475910705923,-66.1188743974445,-2.1170539542602,-19.6806784295151,-0.700529440993551,-139.727326528332,-1.61551290078719,-123.171528,-0.51670962045038,11,10,-1,1.02982711281223,0.600433400124302,0.928428975302121,0.491865690822411,0.898837914753501,0.909090909090909,0.903442191485434,-0.169713520344201,-0.131617572293804,-1.60965875210797,0.713643900097398,NA,NA,NA
"400",295,"Seed","ML.628076.rep2","65","35","45","E","M","L",1266.025605691,1159.030211691,0.133321412568319,88.2791959622857,-0.492781649415011,263.994852758055,0.343909499369995,910.229433101,0.890536261932576,104.975412395323,-0.569148375035696,154.62848115025,0.610143531049794,194.09082284275,-0.296996739071928,281.807916703821,0.716190865507663,66.3492851879643,1.10292518046481,16.6962164330369,-0.0763667256206845,17.8130639457665,0.372281366137667,-69.9040299153052,-0.640906238441924,-248.80077859,0.757214849364257,14,8,-6,1.75158461135407,1.18912968396506,1.06747504263688,0.735206845190385,0.785337106763589,0.571428571428571,-1.23816203743403,1.15497071717533,2.08249806073879,-0.863589809574885,6.67961916077232,NA,NA,NA
"402",296,"Plug","LL.660073.rep2","65",NA,NA,"E","L","L",1049.81724768,1049.81724768,-1.03908443473137,58.0257363573333,-1.77818170955478,272.561706928762,0.643796033644089,1007.05629368,-0.969039778441627,52.3860704469841,-1.8026697631097,56.0617241685714,-1.82056972664106,248.102240713731,0.62791338369234,275.381605218022,0.767677091760259,-1.9640121887619,-0.0423880170862818,-5.63966591034921,-0.0244880535549239,2.8198982892601,0.12388105811617,-24.4594662150305,-0.0158826499517487,-42.7609540000001,0.0700446562897452,15,14,-1,0.966152739938238,0.902807508109521,1.0103459077984,0.910260812163818,0.959268192540656,0.933333333333333,1.02383784337591,1.01377140110223,1.19242283524949,0.97532968654397,0.932590024498006,0.919304102298558,0.0419956046801169,0.961299706978675
"407",300,"Plug","MH.75072.rep2","65",NA,NA,"E","M","H",1254.458879538,890.86213368,0.159005398517322,113.58841304,-0.341232591900375,267.248750817778,0.386014930676303,890.86213368,0.197844591558193,114.90570212761,-0.173454898239498,113.58841304,-0.36024061692816,234.004344869288,0.877821709405542,267.248750817778,0.326887035246303,0,-0.0190080250277848,1.31728908760977,0.167777693660876,0,-0.0591278954300004,-33.2444059484895,0.491806778729239,0,0.0388391930408705,9,9,0,1,1.01159703751778,1,0.8756050090159,1,1,1.05570401385731,0.508318672825191,0.846824848649228,2.27406154437495,1.24426336088607,0.537030999943209,0.13871512506389,0.675746125007099
"414",305,"Seed","LH.389271.rep2","65","35","25","E","L","H",963.44861948,828.83278517,-1.52660761582924,36.9331926116667,-2.69767516523106,270.733409816212,0.483728880573254,742.96452092,-0.966676433134544,54.7884062475789,-1.61573463901957,45.4447919822222,-2.3222288580895,237.365346993569,0.811050374987955,276.804995926667,0.617497598814617,8.51159937055556,0.375446307141563,17.8552136359123,1.08194052621149,6.07158611045458,0.133768718241364,-33.3680628226431,0.327321494414701,-85.8682642499999,0.559931182694696,12,9,-3,1.23045934479726,1.48344625452911,1.02242643829802,0.876749371844077,0.896398567013263,0.75,0.860825976388671,0.59893595042277,1.27653655511087,1.6766631217611,0.633218662812352,NA,NA,NA
"419",309,"Plug","ML.975885.rep2","55",NA,NA,"E","M","L",1234.40450973,1012.645094,-0.20984915343567,114.312298916667,0.189103729252328,241.692444075758,-0.593194263590994,1012.645094,-0.201381846600474,109.157397382576,0.0067536450777946,114.312298916667,0.205008507699551,194.569482198519,-1.03298445183789,241.692444075758,-0.48293817205283,0,0.0159047784472235,-5.15490153409091,-0.182350084174533,0,0.110256091538164,-47.1229618772383,-0.439790188246896,0,0.00846730683519611,12,12,0,1,0.954905101350041,1,0.805029230196093,1,1,1.0841061067918,0.0357139708693052,0.814131561437038,1.74139319147248,0.959650507535682,0.665248795269842,0.0673649506147182,0.73261374588456
"423",312,"Seed","HH.1124950.rep2","85","35","45","E","H","H",1524.178324741,1201.526430491,1.14447242936803,139.029946134333,1.09051976818535,281.631122081833,0.895711867066964,957.867681991,0.713646802763444,66.8135823697222,-1.24285980440967,148.396208845778,0.641731925311171,136.745035854019,-1.59810070163406,274.181937220222,0.510935441420049,9.36626271144445,-0.448787842874178,-72.2163637646111,-2.33337957259502,-7.44918486161112,-0.384776425646915,-144.886086227815,-2.49381256870103,-243.6587485,-0.430825626604585,12,9,-3,1.06736867108036,0.480569720606564,0.97354985199595,0.485546607360691,0.797208998223677,0.75,0.588464275506925,-1.13969488740018,0.570423883176989,-1.78416828043944,0.623559628393596,NA,NA,NA
"427",315,"Seed","ML.975885.rep2","75","65","25","E","M","L",1234.40450973,1012.645094,-0.20984915343567,114.312298916667,0.189103729252328,241.692444075758,-0.593194263590994,735.822093,-1.03535535933485,86.2826602325581,-0.838723875023501,105.470454222222,-0.581228383107199,155.688760570398,-1.31001924563029,212.516442166667,-1.28928400545902,-8.84184469444443,-0.770332112359526,-28.0296386841085,-1.02782760427583,-29.1760019090909,-0.696089741868027,-86.0036835053592,-0.716824982039295,-276.823001,-0.825506205899181,12,9,-3,0.922651851303506,0.75479769937492,0.879284592364229,0.644160644598382,0.726633741040965,0.75,-3.07359556263243,-4.43525824868511,2.17346000221603,2.20841522927056,4.93380765365938,NA,NA,NA
"429",316,"Seed","LH.1681808.rep2","85","35","35","E","L","H",1040.04647656,756.039794,-2.06915451601391,50.5504583333333,-2.21310453174945,258.88928569697,0.0487094409055156,719.961192,-0.628172970983261,90.9842655181818,-0.876950477918118,74.077847125,-1.55652875069635,183.223405662975,-0.328271035548942,282.127902464286,0.71611275991469,23.5273887916667,0.656575781053105,40.4338071848485,1.33615405383133,23.238616767316,0.667403319009174,-75.6658800339945,-0.376980476454458,-36.078602,1.44098154503064,11,8,-3,1.46542384712964,1.79987023892494,1.08976275980195,0.707728808358019,0.952279493372805,0.727272727272727,0.703323647105777,0.396253527719675,14.701724072419,-6.73937186398234,0.303589203281636,NA,NA,NA
"432",318,"Plug","HL.1338677.rep2","65",NA,NA,"E","H","L",1517.40318925,1160.16431402,1.32444591556053,163.914748747273,1.73048393328859,245.460459349091,-0.351964208229756,1059.05026109,1.04089127756595,167.055520533462,1.22039762126073,162.512325377,1.43900023499997,228.642009373017,0.395533757216368,245.110175173556,-0.321444128900426,-1.40242337027274,-0.291483698288619,3.14077178618876,-0.510086312027857,-0.350284175535336,0.0305200793293308,-16.8184499760735,0.747497965446124,-101.11405293,-0.283554637994579,11,10,-1,0.991444190464916,1.01916100784214,0.998572950704711,0.931482039833738,0.912845058490347,0.909090909090909,0.831559431046154,0.70523487550763,0.913286412039352,-1.12378971488536,0.785906970859906,0.596162034567189,0.0907550953094252,0.686917129876615
"434",319,"Plug","MH.928535.rep2","75",NA,NA,"E","M","H",1284.802442172,807.931535222,-0.918088144631722,92.6671112888,-0.866744070398352,269.661559222178,0.428639418885372,807.931535222,-0.898562435387128,74.7882300994522,-0.969767578313043,92.6671112888,-0.87372608164621,208.057015068809,0.245226415432101,269.661559222178,0.453877760767943,0,-0.00698201124785813,-17.8788811893478,-0.103023507914692,0,0.0252383418825708,-61.6045441533687,-0.18341300345327,0,0.0195257092445945,10,10,0,1,0.807063358934027,1,0.7715486614738,1,1,1.00805544737635,1.11886266250122,1.05888012341049,0.572104208403849,0.978732206315084,0.595433557601198,0.0921108619245952,0.687544419525793
"436",320,"Plug","ML.628076.rep2","85",NA,NA,"E","M","L",1266.025605691,1159.030211691,0.133321412568319,88.2791959622857,-0.492781649415011,263.994852758055,0.343909499369995,1128.187921691,0.26114244393007,52.4800538796621,-1.10996982767327,102.135270728615,-0.131621393921999,177.503479398685,-0.35821308631406,266.997960055026,0.414557513203062,13.8560747663297,0.361160255493012,-35.7991420826236,-0.617188178258256,3.00310729697071,0.0706480138330666,-86.4913733593704,-0.702122585684056,-30.84229,0.127821031361751,14,13,-1,1.15695741918911,0.594478158841438,1.01137562822001,0.672374773766374,0.973389571998299,0.928571428571429,0.267098813598779,2.25245771426539,1.20542617741727,-1.04159113653524,1.95874345237866,0.919980008761273,0.35073947774427,1.27071948650554
"438",321,"Plug","LH.389271.rep2","75",NA,NA,"E","L","H",963.44861948,828.83278517,-1.52660761582924,36.9331926116667,-2.69767516523106,270.733409816212,0.483728880573254,828.83278517,-1.57920956987227,21.4226593435088,-1.94569198393611,36.9331926116667,-2.67527298383542,222.395230392792,0.729366672211021,270.733409816212,0.527935254804183,0,0.022402181395643,-15.5105332681579,0.751983181294955,0,0.0442063742309296,-48.3381794234205,0.245637791637768,0,-0.0526019540430276,12,12,0,1,0.580038112836789,1,0.821454694283077,1,1,0.99169574540168,0.721247690979671,1.09138667548347,1.50780055006571,1.03445676118578,0.570295947596399,0.085131693531201,0.6554276411276
"441",323,"Plug","HH.623705.rep2","45",NA,NA,"E","H","H",1514.82254561,1051.64186752,0.918003534724674,147.245187104,0.914685883456581,269.304847059556,0.425502547624559,994.05957852,1.0184677349323,122.34375802589,-0.0496590408269937,163.182215847778,1.05058831012667,209.870076901182,0.192125121748346,273.446168337778,0.526207075043924,15.9370287437778,0.135902426670089,-24.9014290781096,-0.964344924283574,4.14132127822222,0.100704527419365,-59.4347701583733,-0.233377425876213,-57.5822889999999,0.100464200207626,10,9,-1,1.10823463270498,0.83088459753512,1.01537781931309,0.779303006212771,0.945245343706416,0.9,1.14857824869508,-0.0542908136280984,1.23667197289785,0.451525197254205,1.10943770520204,0.31541472649434,-0.0376830294381552,0.277731697056184
"450",331,"Seed","MH.75072.rep2","75","55","35","E","M","H",1254.458879538,890.86213368,0.159005398517322,113.58841304,-0.341232591900375,267.248750817778,0.386014930676303,717.76450368,0.506433395591987,145.702429380645,-0.0930506392640219,153.45301178,0.0317746234152752,190.479827543809,-0.0798083097301277,291.822196093333,0.813078977228713,39.86459874,0.37300721531565,32.1140163406452,0.248181952636353,24.5734452755556,0.42706404655241,-76.7689232739692,-0.465823240406431,-173.09763,0.347427997074665,9,6,-3,1.35095656038404,1.28272264292782,1.09194971052385,0.712743565539381,0.805696500663954,0.666666666666667,-0.0931171997326446,0.27268977662951,2.10634074646851,-0.206749281926226,3.18500755517943,NA,NA,NA
